id,gen,sp,ssp,group,en,rec,cnt,loc,lat,lng,alt,type,sex,stage,method,url,file,file-name,sono,osci,lic,q,length,time,date,uploaded,also,rmk,bird-seen,animal-seen,playback-used,temp,regnr,auto,dvc,mic,smp
656325,Athene,noctua,,birds,Little Owl,Lider Sinav,Turkey,"Yeşilhisar, Kayseri",38.2433,35.1985,1100,call,male,adult,field recording,//xeno-canto.org/656325,https://xeno-canto.org/656325/download,XC656325-at_noc.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/RERVWBIVTJ/ffts/XC656325-small.png', 'med': '//xeno-canto.org/sounds/uploaded/RERVWBIVTJ/ffts/XC656325-med.png', 'large': '//xeno-canto.org/sounds/uploaded/RERVWBIVTJ/ffts/XC656325-large.png', 'full': '//xeno-canto.org/sounds/uploaded/RERVWBIVTJ/ffts/XC656325-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/RERVWBIVTJ/wave/XC656325-small.png', 'med': '//xeno-canto.org/sounds/uploaded/RERVWBIVTJ/wave/XC656325-med.png', 'large': '//xeno-canto.org/sounds/uploaded/RERVWBIVTJ/wave/XC656325-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:41,04:45,2021-06-12,2021-06-13,[],,no,no,no,,,no,,,44100
454247,Athene,noctua,,birds,Little Owl,Murat Uyman,Turkey,"Sazoba Köyü, Biga, Çanakkale",40.2172,27.3785,160,song,,,field recording,//xeno-canto.org/454247,https://xeno-canto.org/454247/download,XC454247-Athene noctua.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/DZNFYGHXAG/ffts/XC454247-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DZNFYGHXAG/ffts/XC454247-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DZNFYGHXAG/ffts/XC454247-large.png', 'full': '//xeno-canto.org/sounds/uploaded/DZNFYGHXAG/ffts/XC454247-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/DZNFYGHXAG/wave/XC454247-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DZNFYGHXAG/wave/XC454247-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DZNFYGHXAG/wave/XC454247-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:37,18:41,2019-01-28,2019-01-30,[],,yes,yes,no,,,no,,,48000
806865,Athene,noctua,,birds,Little Owl,Tora BENZEYEN,Turkey,"Batıkent, Eskisehir ",39.7894,30.4461,800,call,uncertain,adult,field recording,//xeno-canto.org/806865,https://xeno-canto.org/806865/download,XC806865-Kukumav---Batıkent---20112022---1800-.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/ESVXZPBMLR/ffts/XC806865-small.png', 'med': '//xeno-canto.org/sounds/uploaded/ESVXZPBMLR/ffts/XC806865-med.png', 'large': '//xeno-canto.org/sounds/uploaded/ESVXZPBMLR/ffts/XC806865-large.png', 'full': '//xeno-canto.org/sounds/uploaded/ESVXZPBMLR/ffts/XC806865-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/ESVXZPBMLR/wave/XC806865-small.png', 'med': '//xeno-canto.org/sounds/uploaded/ESVXZPBMLR/wave/XC806865-med.png', 'large': '//xeno-canto.org/sounds/uploaded/ESVXZPBMLR/wave/XC806865-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:33,18:00,2022-11-20,2023-06-05,[],"An adult in the top of 10 floor building, then went out through open lands. ",yes,yes,no,,,no,iPhone SE,,48000
289312,Athene,noctua,indigena,birds,Little Owl,Patrick Blake,Turkey,"Dumlupınar Mahallesi, Nilüfer, Bursa",40.2223,28.8417,160,call,,,field recording,//xeno-canto.org/289312,https://xeno-canto.org/289312/download,XC289312-LittleOwl_Turkey_19Sept2015.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/HCLTWDSPRI/ffts/XC289312-small.png', 'med': '//xeno-canto.org/sounds/uploaded/HCLTWDSPRI/ffts/XC289312-med.png', 'large': '//xeno-canto.org/sounds/uploaded/HCLTWDSPRI/ffts/XC289312-large.png', 'full': '//xeno-canto.org/sounds/uploaded/HCLTWDSPRI/ffts/XC289312-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/HCLTWDSPRI/wave/XC289312-small.png', 'med': '//xeno-canto.org/sounds/uploaded/HCLTWDSPRI/wave/XC289312-med.png', 'large': '//xeno-canto.org/sounds/uploaded/HCLTWDSPRI/wave/XC289312-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:58,07:30,2015-09-18,2015-11-09,['Passer domesticus'],"Audio extracted from video taken with Canon 7D.  High-pass filter with Audacity, then some amplification to increase volume.  Clip was trimmed to highlight just the owl call, which only occurred once during observations.",yes,yes,no,,,no,,,48000
312904,Athene,noctua,,birds,Little Owl,Patrick Blake,Turkey,"Dumlupınar Mahallesi, Nilüfer, Bursa",40.2223,28.8417,160,song,,,field recording,//xeno-canto.org/312904,https://xeno-canto.org/312904/download,XC312904-LittleOwl_Turkey_18April2016_PJB.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/HCLTWDSPRI/ffts/XC312904-small.png', 'med': '//xeno-canto.org/sounds/uploaded/HCLTWDSPRI/ffts/XC312904-med.png', 'large': '//xeno-canto.org/sounds/uploaded/HCLTWDSPRI/ffts/XC312904-large.png', 'full': '//xeno-canto.org/sounds/uploaded/HCLTWDSPRI/ffts/XC312904-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/HCLTWDSPRI/wave/XC312904-small.png', 'med': '//xeno-canto.org/sounds/uploaded/HCLTWDSPRI/wave/XC312904-med.png', 'large': '//xeno-canto.org/sounds/uploaded/HCLTWDSPRI/wave/XC312904-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,C,1:08,22:00,2016-04-18,2016-04-19,[],"Recorded using Nokia Lumia 635 with Audio Recorder HiFi app; edited with Audacity to remove background traffic noise: high-pass filter and volume amplification

Recording of resident Little Owl singing from somewhere atop the roof of a nearby apartment building.  A newly arrived Eurasian Scops Owl was also heard calling in the background, but was too distant to be picked up by the microphone.",no,no,no,,,no,,,48000
809631,Otus,scops,scops,birds,Eurasian Scops Owl,Kuzey Cem Kulaçoğlu,Turkey,"Atakent Sitesi, Ankara",39.8247,32.7427,1200,"song, atypical song",,,field recording,//xeno-canto.org/809631,https://xeno-canto.org/809631/download,XC809631-scops.wav,"{'small': '//xeno-canto.org/sounds/uploaded/ELKLWUHTED/ffts/XC809631-small.png', 'med': '//xeno-canto.org/sounds/uploaded/ELKLWUHTED/ffts/XC809631-med.png', 'large': '//xeno-canto.org/sounds/uploaded/ELKLWUHTED/ffts/XC809631-large.png', 'full': '//xeno-canto.org/sounds/uploaded/ELKLWUHTED/ffts/XC809631-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/ELKLWUHTED/wave/XC809631-small.png', 'med': '//xeno-canto.org/sounds/uploaded/ELKLWUHTED/wave/XC809631-med.png', 'large': '//xeno-canto.org/sounds/uploaded/ELKLWUHTED/wave/XC809631-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,1:42,20:00,2022-08-07,2023-06-18,[],Subspecies presumed,yes,yes,no,,,no,,,48000
802465,Otus,scops,cycladum,birds,Eurasian Scops Owl,Guy Kirwan,Turkey,"İbradı, Antalya",37.1057,31.6798,500,song,,adult,field recording,//xeno-canto.org/802465,https://xeno-canto.org/802465/download,"XC802465-230507_02_Eurasian-Scops-Owl_Isimsiz-Yol,-Antalya,-Turkey_6-May-2023.wav","{'small': '//xeno-canto.org/sounds/uploaded/BZVYBRUAAE/ffts/XC802465-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BZVYBRUAAE/ffts/XC802465-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BZVYBRUAAE/ffts/XC802465-large.png', 'full': '//xeno-canto.org/sounds/uploaded/BZVYBRUAAE/ffts/XC802465-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/BZVYBRUAAE/wave/XC802465-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BZVYBRUAAE/wave/XC802465-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BZVYBRUAAE/wave/XC802465-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:55,22:00,2023-05-06,2023-05-20,[],,yes,yes,yes,,,no,,,44100
801916,Otus,scops,,birds,Eurasian Scops Owl,GABRIEL LEITE,Turkey,"Beyşehir, Konya",37.5953,31.4502,1100,song,,adult,field recording,//xeno-canto.org/801916,https://xeno-canto.org/801916/download,XC801916-Otus-scops_represa_2258.wav,"{'small': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC801916-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC801916-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC801916-large.png', 'full': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC801916-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/wave/XC801916-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/wave/XC801916-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/wave/XC801916-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:16,21:30,2023-05-06,2023-05-17,[],,yes,yes,yes,,,no,Mix Pre 3,Sennheiser 67,48000
801915,Otus,scops,,birds,Eurasian Scops Owl,GABRIEL LEITE,Turkey,"Beyşehir, Konya",37.5953,31.4502,1100,song,,adult,field recording,//xeno-canto.org/801915,https://xeno-canto.org/801915/download,XC801915-Otus-scops_represa_2257.wav,"{'small': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC801915-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC801915-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC801915-large.png', 'full': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC801915-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/wave/XC801915-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/wave/XC801915-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/wave/XC801915-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:15,21:30,2023-05-06,2023-05-17,[],,yes,yes,yes,,,no,Mix Pre 3,Sennheiser 67,48000
801914,Otus,scops,,birds,Eurasian Scops Owl,GABRIEL LEITE,Turkey,"Beyşehir, Konya",37.5953,31.4502,1100,song,,adult,field recording,//xeno-canto.org/801914,https://xeno-canto.org/801914/download,XC801914-Otus-scops_represa_2256.wav,"{'small': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC801914-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC801914-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC801914-large.png', 'full': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC801914-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/wave/XC801914-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/wave/XC801914-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/wave/XC801914-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:34,21:30,2023-05-06,2023-05-17,[],,yes,yes,yes,,,no,Mix Pre 3,Sennheiser 67,48000
477531,Otus,scops,,birds,Eurasian Scops Owl,Murat Uyman,Turkey,Çanakkale Halk Bahçesi,40.1508,26.4065,10,song,,,field recording,//xeno-canto.org/477531,https://xeno-canto.org/477531/download,XC477531-Otus scops.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/DZNFYGHXAG/ffts/XC477531-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DZNFYGHXAG/ffts/XC477531-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DZNFYGHXAG/ffts/XC477531-large.png', 'full': '//xeno-canto.org/sounds/uploaded/DZNFYGHXAG/ffts/XC477531-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/DZNFYGHXAG/wave/XC477531-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DZNFYGHXAG/wave/XC477531-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DZNFYGHXAG/wave/XC477531-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:11,21:01,2019-04-11,2019-05-29,[],,yes,yes,no,,,no,,,48000
413068,Otus,scops,,birds,Eurasian Scops Owl,Mehmet Ali Demiral,Turkey,"Tarsus, Tarsus, Mersin",36.9166,34.8952,30,song,,,field recording,//xeno-canto.org/413068,https://xeno-canto.org/413068/download,XC413068-ZOOM0002-İshak kuşu-Tarsus (online-audio-converter.com)-[AudioTrimmer.com] (2).mp3,"{'small': '//xeno-canto.org/sounds/uploaded/APBCHAOWEG/ffts/XC413068-small.png', 'med': '//xeno-canto.org/sounds/uploaded/APBCHAOWEG/ffts/XC413068-med.png', 'large': '//xeno-canto.org/sounds/uploaded/APBCHAOWEG/ffts/XC413068-large.png', 'full': '//xeno-canto.org/sounds/uploaded/APBCHAOWEG/ffts/XC413068-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/APBCHAOWEG/wave/XC413068-small.png', 'med': '//xeno-canto.org/sounds/uploaded/APBCHAOWEG/wave/XC413068-med.png', 'large': '//xeno-canto.org/sounds/uploaded/APBCHAOWEG/wave/XC413068-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:41,02:30,2018-04-29,2018-05-01,"['Turdus merula', 'Corvus cornix']",The birds were in a public park area covered with pine trees.,no,no,no,,,no,,,44100
343142,Otus,scops,,birds,Eurasian Scops Owl,Tero Linjama,Turkey,"Demirkazık, Çamardı, Nigde",37.8351,35.0477,1400,song,,,field recording,//xeno-canto.org/343142,https://xeno-canto.org/343142/download,XC343142-484_otusco_laulu2_Turkki_Demigazik_2007-05-22.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/YSDNMROVID/ffts/XC343142-small.png', 'med': '//xeno-canto.org/sounds/uploaded/YSDNMROVID/ffts/XC343142-med.png', 'large': '//xeno-canto.org/sounds/uploaded/YSDNMROVID/ffts/XC343142-large.png', 'full': '//xeno-canto.org/sounds/uploaded/YSDNMROVID/ffts/XC343142-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/YSDNMROVID/wave/XC343142-small.png', 'med': '//xeno-canto.org/sounds/uploaded/YSDNMROVID/wave/XC343142-med.png', 'large': '//xeno-canto.org/sounds/uploaded/YSDNMROVID/wave/XC343142-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:19,07:00,2007-05-22,2016-11-18,[],,no,no,no,,,no,,,48000
163299,Otus,scops,,birds,Eurasian Scops Owl,Tero Linjama,Turkey,"Çamardı, Nigde",37.8351,35.0477,1400,song,,,field recording,//xeno-canto.org/163299,https://xeno-canto.org/163299/download,XC163299-FI-SFN-07-00009.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/YSDNMROVID/ffts/XC163299-small.png', 'med': '//xeno-canto.org/sounds/uploaded/YSDNMROVID/ffts/XC163299-med.png', 'large': '//xeno-canto.org/sounds/uploaded/YSDNMROVID/ffts/XC163299-large.png', 'full': '//xeno-canto.org/sounds/uploaded/YSDNMROVID/ffts/XC163299-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/YSDNMROVID/wave/XC163299-small.png', 'med': '//xeno-canto.org/sounds/uploaded/YSDNMROVID/wave/XC163299-med.png', 'large': '//xeno-canto.org/sounds/uploaded/YSDNMROVID/wave/XC163299-large.png'}",//creativecommons.org/licenses/by-nc-sa/3.0/,A,0:50,06:00,2007-05-22,2014-01-05,[],,unknown,unknown,unknown,,,no,,,44100
490112,Otus,scops,,birds,Eurasian Scops Owl,Ugurcan Orcun,Turkey,"Kemer, Antalya",36.4093,30.4677,20,"call, song",,,field recording,//xeno-canto.org/490112,https://xeno-canto.org/490112/download,XC490112-cirali_birds.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/ROZNBZXSTQ/ffts/XC490112-small.png', 'med': '//xeno-canto.org/sounds/uploaded/ROZNBZXSTQ/ffts/XC490112-med.png', 'large': '//xeno-canto.org/sounds/uploaded/ROZNBZXSTQ/ffts/XC490112-large.png', 'full': '//xeno-canto.org/sounds/uploaded/ROZNBZXSTQ/ffts/XC490112-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/ROZNBZXSTQ/wave/XC490112-small.png', 'med': '//xeno-canto.org/sounds/uploaded/ROZNBZXSTQ/wave/XC490112-med.png', 'large': '//xeno-canto.org/sounds/uploaded/ROZNBZXSTQ/wave/XC490112-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:32,14:30,2019-05-28,2019-08-02,[],"I could able to record these three birds in Antalya / Turkey, but couldn't identify them.",no,no,unknown,,,no,,,44100
428616,Otus,scops,,birds,Eurasian Scops Owl,Murat Uyman,Turkey,"Kumköy Köyü, Eceabat, Çanakkale",40.2359,26.3702,97,call,,,field recording,//xeno-canto.org/428616,https://xeno-canto.org/428616/download,XC428616-OtusScops.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/DZNFYGHXAG/ffts/XC428616-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DZNFYGHXAG/ffts/XC428616-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DZNFYGHXAG/ffts/XC428616-large.png', 'full': '//xeno-canto.org/sounds/uploaded/DZNFYGHXAG/ffts/XC428616-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/DZNFYGHXAG/wave/XC428616-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DZNFYGHXAG/wave/XC428616-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DZNFYGHXAG/wave/XC428616-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:32,02:42,2018-07-21,2018-07-27,[],,no,no,no,,,no,,,48000
310880,Otus,scops,scops,birds,Eurasian Scops Owl,Patrick Blake,Turkey,"Dumlupınar Mahallesi, Nilüfer, Bursa",40.2223,28.8417,160,song,,,field recording,//xeno-canto.org/310880,https://xeno-canto.org/310880/download,XC310880-EurasianScopsOwl_Turkey_7April2016_PJB.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/HCLTWDSPRI/ffts/XC310880-small.png', 'med': '//xeno-canto.org/sounds/uploaded/HCLTWDSPRI/ffts/XC310880-med.png', 'large': '//xeno-canto.org/sounds/uploaded/HCLTWDSPRI/ffts/XC310880-large.png', 'full': '//xeno-canto.org/sounds/uploaded/HCLTWDSPRI/ffts/XC310880-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/HCLTWDSPRI/wave/XC310880-small.png', 'med': '//xeno-canto.org/sounds/uploaded/HCLTWDSPRI/wave/XC310880-med.png', 'large': '//xeno-canto.org/sounds/uploaded/HCLTWDSPRI/wave/XC310880-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:30,22:00,2016-04-07,2016-04-07,[],"Recorded using Nokia Lumia 635 with Audio Recorder HiFi app; edited with Audacity: high-pass filter and volume amplification

Heard this scops owl calling from a nearby apartment building.  Too dark to see, and rather difficult to pinpoint its exact location because of the owl throwing its voice and echoes from the buildings.",no,no,no,,,no,,,48000
134560,Otus,scops,,birds,Eurasian Scops Owl,Fernand DEROUSSEN,Turkey,"Demirkazık, Çamardı, Nigde",37.8315,35.1048,1800,song,,,field recording,//xeno-canto.org/134560,https://xeno-canto.org/134560/download,XC134560-2000051012_Otus scops_M_Turquie_F DEROUSSEN.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/UXGZWVYDFE/ffts/XC134560-small.png', 'med': '//xeno-canto.org/sounds/uploaded/UXGZWVYDFE/ffts/XC134560-med.png', 'large': '//xeno-canto.org/sounds/uploaded/UXGZWVYDFE/ffts/XC134560-large.png', 'full': '//xeno-canto.org/sounds/uploaded/UXGZWVYDFE/ffts/XC134560-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/UXGZWVYDFE/wave/XC134560-small.png', 'med': '//xeno-canto.org/sounds/uploaded/UXGZWVYDFE/wave/XC134560-med.png', 'large': '//xeno-canto.org/sounds/uploaded/UXGZWVYDFE/wave/XC134560-large.png'}",//creativecommons.org/licenses/by-nc-nd/3.0/,B,1:34,19:00,2000-05-10,2013-05-23,[],,no,no,no,,,no,,,44100
729942,Otus,scops,,birds,Eurasian Scops Owl,Işık,Turkey,"Balıkesir, Balıkesir Merkez, Balıkesir",39.6507,27.8939,130,uncertain,,,field recording,//xeno-canto.org/729942,https://xeno-canto.org/729942/download,XC729942-1654642472372.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/ZWZFDHXABC/ffts/XC729942-small.png', 'med': '//xeno-canto.org/sounds/uploaded/ZWZFDHXABC/ffts/XC729942-med.png', 'large': '//xeno-canto.org/sounds/uploaded/ZWZFDHXABC/ffts/XC729942-large.png', 'full': '//xeno-canto.org/sounds/uploaded/ZWZFDHXABC/ffts/XC729942-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/ZWZFDHXABC/wave/XC729942-small.png', 'med': '//xeno-canto.org/sounds/uploaded/ZWZFDHXABC/wave/XC729942-med.png', 'large': '//xeno-canto.org/sounds/uploaded/ZWZFDHXABC/wave/XC729942-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:18,01:30,2022-06-08,2022-06-07,[],It took about 20-30 minutes. I couldn't see the bird and it doesen't sound like a species I've heard of here before.,no,no,no,,,no,,,44100
414046,Otus,scops,,birds,Eurasian Scops Owl,Tora BENZEYEN,Turkey,"Köyceğiz, Muğla",36.9077,28.5989,0,song,,,field recording,//xeno-canto.org/414046,https://xeno-canto.org/414046/download,XC414046-Scops Owl.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/ESVXZPBMLR/ffts/XC414046-small.png', 'med': '//xeno-canto.org/sounds/uploaded/ESVXZPBMLR/ffts/XC414046-med.png', 'large': '//xeno-canto.org/sounds/uploaded/ESVXZPBMLR/ffts/XC414046-large.png', 'full': '//xeno-canto.org/sounds/uploaded/ESVXZPBMLR/ffts/XC414046-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/ESVXZPBMLR/wave/XC414046-small.png', 'med': '//xeno-canto.org/sounds/uploaded/ESVXZPBMLR/wave/XC414046-med.png', 'large': '//xeno-canto.org/sounds/uploaded/ESVXZPBMLR/wave/XC414046-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:26,22:30,2018-05-01,2018-05-07,[],Sweetgum Forest in the coast of Koycegiz Lake with limitation of Red-pine forest.,no,no,no,,,no,,,48000
187973,Otus,scops,cycladum,birds,Eurasian Scops Owl,Lars Lachmann,Turkey,"Oymapinar Reservoir, Manavgat, Antalya Province",36.9033,31.5667,240,song,,,field recording,//xeno-canto.org/187973,https://xeno-canto.org/187973/download,XC187973-Scops Owl_20140618_174711_prepared.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/HEYJSRUDZZ/ffts/XC187973-small.png', 'med': '//xeno-canto.org/sounds/uploaded/HEYJSRUDZZ/ffts/XC187973-med.png', 'large': '//xeno-canto.org/sounds/uploaded/HEYJSRUDZZ/ffts/XC187973-large.png', 'full': '//xeno-canto.org/sounds/uploaded/HEYJSRUDZZ/ffts/XC187973-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/HEYJSRUDZZ/wave/XC187973-small.png', 'med': '//xeno-canto.org/sounds/uploaded/HEYJSRUDZZ/wave/XC187973-med.png', 'large': '//xeno-canto.org/sounds/uploaded/HEYJSRUDZZ/wave/XC187973-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:29,20:47,2014-06-18,2014-07-19,[],,no,no,no,,,no,,,44100
244646,Otus,scops,,birds,Eurasian Scops Owl,Mehmet Soylu,Turkey,"Ankara, Çankaya, Ankara",39.89,32.7896,950,call,,,field recording,//xeno-canto.org/244646,https://xeno-canto.org/244646/download,XC244646-Otus Scops.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/TYOMTDPKWQ/ffts/XC244646-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TYOMTDPKWQ/ffts/XC244646-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TYOMTDPKWQ/ffts/XC244646-large.png', 'full': '//xeno-canto.org/sounds/uploaded/TYOMTDPKWQ/ffts/XC244646-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/TYOMTDPKWQ/wave/XC244646-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TYOMTDPKWQ/wave/XC244646-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TYOMTDPKWQ/wave/XC244646-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,D,0:11,23:00,2015-05-22,2015-05-22,[],,no,no,no,,,no,,,44100
239460,Otus,brucei,obsoletus,birds,Pallid Scops Owl,Chris Batty,Turkey,"Birecik, Şanlıurfa",37.021,37.9748,340,begging call,,juvenile,field recording,//xeno-canto.org/239460,https://xeno-canto.org/239460/download,XC239460-110725_05.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/VMCENKZEFD/ffts/XC239460-small.png', 'med': '//xeno-canto.org/sounds/uploaded/VMCENKZEFD/ffts/XC239460-med.png', 'large': '//xeno-canto.org/sounds/uploaded/VMCENKZEFD/ffts/XC239460-large.png', 'full': '//xeno-canto.org/sounds/uploaded/VMCENKZEFD/ffts/XC239460-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/VMCENKZEFD/wave/XC239460-small.png', 'med': '//xeno-canto.org/sounds/uploaded/VMCENKZEFD/wave/XC239460-med.png', 'large': '//xeno-canto.org/sounds/uploaded/VMCENKZEFD/wave/XC239460-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,D,0:40,20:30,2011-07-25,2015-05-02,[],Recorded using a Sony PCM-M10 digital audio recorder,yes,yes,no,,,no,,,44100
798785,Asio,otus,,birds,Long-eared Owl,Tora BENZEYEN,Turkey,"Karagözler (near  Eskişehir), Tepebaşı, Eskişehir",39.7865,30.4408,800,uncertain,uncertain,adult,field recording,//xeno-canto.org/798785,https://xeno-canto.org/798785/download,XC798785-KOB-Yavrulu.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/ESVXZPBMLR/ffts/XC798785-small.png', 'med': '//xeno-canto.org/sounds/uploaded/ESVXZPBMLR/ffts/XC798785-med.png', 'large': '//xeno-canto.org/sounds/uploaded/ESVXZPBMLR/ffts/XC798785-large.png', 'full': '//xeno-canto.org/sounds/uploaded/ESVXZPBMLR/ffts/XC798785-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/ESVXZPBMLR/wave/XC798785-small.png', 'med': '//xeno-canto.org/sounds/uploaded/ESVXZPBMLR/wave/XC798785-med.png', 'large': '//xeno-canto.org/sounds/uploaded/ESVXZPBMLR/wave/XC798785-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,1:46,20:00,2023-05-03,2023-05-06,['Pica pica'],Two adults and one chick. Chick is hanging around in the lower branches and cats & magpies are mobbing them hardly. Adults were diving towards them aggressively and making that barking kind sounds.,yes,yes,no,,,no,iPhone SE,,48000
